pdate,video_id,channelId,title,channelTitle,candidate
2016-11-21,PaR0A-ckNEI,UCx2eRsOVWYmM-StX_lu7axQ,이재명의 충격제안. 싸움은 국민이 했고 정치권은 자격없다. 국민적 회의체 필요하다[11월 20일 비상시국 정치회의],Veritas Speak X 단박에 한국사,이재명
2017-01-17,CgHb4tLjnh0,UCWHNyUM34UKNwkCS6EWKt_Q,"[미래방송] 이재명 시장, ""공정사회를 위한 정책 구체적 제시""",미래방송 l 미래TV,이재명
2015-10-22,JSiS-Zp4Cww,UC34U7Gy8HbaE1JjSVQh06Yw,ABN 스페셜~ 성남시장 이재명 무상공공산후조리원,박동환,이재명
2016-11-16,hZDDItuxpvc,UCCi2W_UoWfL6D-CW3mCQOFw,"대구 촛불집회 참석한 이재명 성남시장 ""박 대통령 국헌문란 주범""",kyongbuk ilbo,이재명
2017-01-07,r7f8Ba-Tir8,UC16rqdr70gTTiRP4buiDwqw,이재명 VS 전원책 '저도 말좀하게해주세요' 자꾸 말끊는 전원책에게 일침 전원책이 이재명을 싫어하는 이유,cinepot TV,이재명
2017-01-21,N35PaHZ1qn8,UCcQTRi69dsVYHN3exePtZ1A,이재명 “기본소득으로 경제 활성화…사드 반드시 철회”,KBS NEWS,이재명
2017-01-24,GdJqsRLI8fU,UChlgI3UHCOnwUGzWzbJ3H5w,"문재인 ""국익 우선 외교""...박원순·이재명·김부겸 ""야권 공동정부"" / YTN (Yes! Top News)",YTN NEWS,이재명
2016-08-03,W17ZgvwQFmQ,UCxV0w6rXvZ32_cxoAxa4DZA,이재명 시장 시드니 동포 언론 기자 간담회,THE 38th GROVE,이재명
2016-12-16,qY3zQ4BWlQ8,UCXS1wYQzk1v4THiEEvLa3xQ,[스토리 TV]이재명 '기득권은 국민을 노예로 생각한다 기득권을 깨부는게 급선무다',스토리 TV,이재명
2017-01-16,CXmLnJqUI9o,UCjjSvQ_QTAwOlYURhZ6JXQg,화장하는 남자 이재명과 짝꿍 김혜경 (2017.1.16),flying earth,이재명
2017-01-23,wa6A85S1k_g,UCpaU4A_LGDRNyxDLw6yT8Mw,이재명 안희정에 강한실망 신중해지시길...,Valuable contents creator,이재명
2016-11-13,6QEjaq5MVpM,UCZLMISY_KapdV-X8aRhOVqA,"민중총궐기 참여한 이재명 성남시장... ""시민 물결에 선 채로 꼬박 5시간 넘게 운동화 투혼""",이지선,이재명
2016-12-09,dFf8yiQdu34,UCQXvbLZO_EhSmzr_T2tfnOg,이재명 성남시장 국회 탄핵버스터,경기미디어신문,이재명
2016-12-04,7xTKY5LGOwc,UCiw6RObBFSVCCoHTIsgc_kQ,"'이재명' 오인받은 남성, 박사모에 뻐큐 먹이며 ""5만원 가져가"" 야유",SesameTube 참깨방송,이재명
2017-01-11,yGrQ-RdnocE,UCWHNyUM34UKNwkCS6EWKt_Q,"[미래방송] 이재명 성남시장, ""저는 4년 계약직 머슴""",미래방송 l 미래TV,이재명
2016-12-20,iK1IXx5EFrk,UCx_MtrnISZkbftw8-9yRy1w,이재명에게 착하지 않은 노무현이 보인다  한겨레 신문의 최고의 찬사,미오 TV,이재명
2016-12-23,L820_X3CfBE,UCjjSvQ_QTAwOlYURhZ6JXQg,"이재명 시장, 고향 안동서 강연 (뉴스 일부)",flying earth,이재명
2014-09-19,vGiWXbpGl3E,UCYuyiaGz3h7flTCwgCkx-Zw,이재명 성남시장 “변희재 자료 다 모아 본때 보여주겠다”,미디어협동조합,이재명
2016-12-01,KegMtV4szU4,UCLh0F52tTkSkCtViqWt91dg,"도올 김용옥이 평가한 대선주자 6인[문재인, 안희정, 이재명, 김무성, 유승민, 남경필]",더깊이10,이재명
2013-01-16,hd8efKrRi7k,UC3SHMJZL5wFTJ0j6wtEEsUA,"이재명,소년근로자에서 인권변호사,시민운동가,성남시장까지",dharma east,이재명
2016-10-25,HGX89IWACos,UCuw1hxBo5mDVUhgMzRDk3aw,이재명 “진보에 대한 ‘무능’낙인 없애야 한다” [전원책의 이것이 정치다] 2회 20161025,TVCHOSUN,이재명
2016-10-07,UcvBGwVMB1A,UC-TTyNWcBMIujkIO0t4mUww,"망치부인(후반전 2016. 10. 08) 김제동 국감 사건과 이재명 띄우기! 김종인과 갈라선 문재인? 정치는 의리다! 문재인, 박원순, 안희정지지자 뭉치면 대선승리!",참세상- 망치부인,이재명
2016-12-05,b-DPRLhxetc,UC8wGX0qSb1zrEmoyXuoajcg,이재명이 논리도 없이 과격한 소리만 한다는 사람이 꼭 봐야할 영상,꿀잼 꿀잼,이재명
2016-11-19,_sSAdbFBJYo,UCLiK08tsWKL5bNoz1f8sHsw,"""주범 박근혜를 교도소로"" 이재명의 대박 사이다",MediaVOP,이재명
2013-01-24,cXj7LSVvhns,UCUxTPRSns--l5BX2537u7Rw,이재명 성남시장 '내보고 빨갱이래요!',서울의소리백은종,이재명
2016-10-14,9ysaFJTAq5o,UCZLMISY_KapdV-X8aRhOVqA,"무현, 두 도시 이야기 토크콘서트... ""이재명, 노무현의 용기를 말하다""",이지선,이재명
2016-12-22,olpr1vjfiEo,UChgTRh6YzwFIYssfOv66Hrw,"2편 2016 12 22 이재명,철거민집단 폭행 사건 관련. 문재인 원삿 경선 해야,문재인이 욕먹는이유",망치부인베티고양이,이재명
2017-01-03,tc54L6OVSak,UClAfLVQYZSLrMAQQ_SXPVZw,[녹화중계] 박원순-이재명 색깔있는 인터뷰,OhmynewsTV,이재명
2016-06-16,bp1K06oZun0,UC34U7Gy8HbaE1JjSVQh06Yw,이재명 성남시장 단식열흘째~팔 걷어붙인 더민주  jtbc 정치부 기자들의 취재보고,박동환,이재명
2016-01-29,iAUhNJ5NXWA,UCFYglxezC8JdigWYGxFV3hQ,[정순영의 생쇼] 이재명 김부의 스캔들 해명 ‘인천에서 연인처럼 사진 찍고 동침?’,환경TV,이재명
2016-11-18,xELtv6raG9w,UCh1sQH6fclIAgAGpRdEknlw,"이재명, 다수가 늘 소수 기득권에게 패배한 이유",펭귄,이재명
2016-01-11,s9EOpfVF-Xs,UCweuL3uJHEYq5lHmzBOp5pw,이재명시장 강연 일문일답,장c TV,이재명
2015-09-20,HWD8-x2uix8,UCWhszID2ts520agp0IHSWPQ,"진짜다 13-2. 주빌리은행 특집 (with 이재명,홍종학,제윤경)",진짜가나타났다,이재명
2016-11-25,mvzpbVUwo2o,UCx2eRsOVWYmM-StX_lu7axQ,이재명이 말하는 국민을 위한 개헌과 선거개표문제의 핵심,Veritas Speak 시사전문,이재명
2016-06-14,Nj2f3y9-WPI,UCZLMISY_KapdV-X8aRhOVqA,"이재명 단식 8일차... ""이재명·김홍걸·조국·은수미 일갈!""",이지선,이재명
2016-07-21,5JaUF0w4hA4,UCjzO3c-rEyCveA4tU3Bd0mQ,"이재명, 사드 배치...거짓 정보에 속지 않으려면",이프레스,이재명
2011-11-28,SgSbQOFdR94,UCtwdNMVajUgcAHumo2b3WVg,"[성남일보-성남방송] 이재명시장,폭파 현장  있었다?",성남방송,이재명
2016-10-04,1GlDH1rebo8,UCZLMISY_KapdV-X8aRhOVqA,"점심식사 후 검찰청 들어가는 이재명 성남시장... ""국가권력 정상화 위해 의연하게 싸울 것""",이지선,이재명
2015-12-04,1k3MZ_Vf4fs,UClAfLVQYZSLrMAQQ_SXPVZw,[전체영상] 이재명x청년 솔직토크! 청년세대를 말하다,OhmynewsTV,이재명
2015-05-07,VDElXgaPIWs,UCHu5T9grpxHU8nvBryHc9bA,"이재명 성남시장, 급식 실태 조사 위해 수진중 방문",성남다이어리,이재명
2015-09-18,YufAyKKqMHA,UCNJM6dqu70Qr6VaseiW1Org,"이재명 성남시장, 지방자치 침해하는 정부 상대로 싸우는 건 항일 독립운동",이재명 성남시장,이재명
2017-01-23,0UQ0IB366fE,UC_PEg0e6hwH2rzOIeA0icwQ,"[경기일보] (풀영상) 이재명 성남시장 대선 출마선언 ""적폐청산ㆍ공정국가 건설""",경기일보 경기TV,이재명
2016-12-13,OFcBkWt7kjg,UCQXvbLZO_EhSmzr_T2tfnOg,"이재명 성남시장, 모란시장 개관련 기자회견",경기미디어신문,이재명
2011-12-30,zjkRQiU8B7o,UC7AuoPAghKlR2-6CfmIPisg,이재명 시장의 종무식 인사말,KontvSN,이재명
2016-09-07,6vJpr_1E_DU,UClAfLVQYZSLrMAQQ_SXPVZw,[텔레뉴스] 이재명 님이 입장하셨습니다!,OhmynewsTV,이재명
2015-11-30,eyw0j411zTI,UCxn3ouhXWbr7czOsNLO6hew,[국민TV] (70분 특집방송) 이런 꽃같은 청춘 - 이재명 성남시장 편 (2015.11.30),국민TV 뉴스K,이재명
2016-10-13,Yx3Ul9rzyN8,UCs18sMwqTCMBmTqX0b2-w6A,"박영선 트윗 문재인 저격, 그 시그널과 이재명.",유재일,이재명
2016-10-10,vEAwzCC812k,UCs18sMwqTCMBmTqX0b2-w6A,"이재명, 문재인의 활동가들  2007년 털고가라",유재일,이재명
2016-12-12,1lQFwCNL1-E,UCtV-ZnZaXcEamQ094uMv5UA,박근혜가 문제 이재명 성남시장 분노의 국정감사 답변,Hahnfeld Keith,이재명
2016-10-14,Js6agWrvAeA,UCZLMISY_KapdV-X8aRhOVqA,"무현, 두 도시 이야기 토크콘서트... ""후배 변호사 이재명이 바라 본 노무현""",이지선,이재명
2017-01-03,OmUuHWPDKM8,UCpaU4A_LGDRNyxDLw6yT8Mw,이재명이 밝힌 전원책과의 실효세율 싸움 뒷이야기!!,Valuable contents creator,이재명
2016-11-24,YhHVG2viAVY,UCNWnk-chu7y8_D6gC3TBK7Q,"이재명, 언론, 검찰, 권력기관 다루기 - 부산 강연 중",publicscope,이재명
2015-06-17,T2Dt_V-e1lo,UCBONE-jccLdocWhuxwaFcDg,이재명 성남시장! 진짜리더!!,Playingbro,이재명
2016-05-31,6Ktc4ubmz9Y,UC6P9hSXOgMc2t9pSg_LfC-Q,210회 지방자치 죽이는 박근혜 정부 (WITH 이재명),이이제이생활역사협동조합,이재명
2017-01-10,WGixN1Q1kFc,UCg-v_oWUR9LAbTJIVKrHXqQ,망치부인 문재인 팬 본심 박원순 없어보여 이재명 형수 파일 구미 테러 봉변 박사모,양웬리 -망치부인 맛뵈기영상 전문,이재명
2015-06-30,JOMIx_o8X88,UCugbqfMO94F9guLEb6Olb2A,복지부 ‘무상 산후조리’ 반대…이재명의 대처법은?[정치토크 돌직구 67회],HankyorehTV,이재명
2016-06-15,Lq9BZxbtFmo,UC34U7Gy8HbaE1JjSVQh06Yw,조국 “박근혜 정권은 이재명 성남시장이 부러우면 부럽다고 해라”,박동환,이재명
2014-05-25,RBQoY3hwPis,UCNJM6dqu70Qr6VaseiW1Org,이재명 성남시장 후보 시민속으로~0523,이재명 성남시장,이재명
2017-01-20,4fGXccbK8Ls,UCOGbPhJhKQlnpeU-uxsEVQQ,이재명 말실수?! '박원순·안희정·김부겸과 한 우산 쓴다' at CBS 김현정의 뉴스쇼 20161211,Theil Eloy,이재명
2016-01-08,Xsyd_lDeG74,UCX7-K_PSdtAiUDLEMQwrRoQ,"1.8 이재명, 문재인-박원순에게 한 말은?",GObalnews,이재명
2016-12-05,xtTDbca06f0,UCjRPysTFYyqPTV3zB9Iu6KA,허진  057 19대 대통령 후보 사주 문제인 안철수 반기문 박원순 이재명 손학규,godhousecom,이재명
2014-01-07,9Jp7SQwCwJs,UCsU-I-vHLiaMfV_ceaYz5rQ,[단독] '사찰 의혹' 이재명 측-국정원 직원 통화내용 입수,JTBC News,이재명
2016-09-09,WVm3L36h0tk,UCR0VAgd0w8QI7WWQ0E8Srdw,[황장수의 정치분석] 이재명의 노란리본/ 서영교의 5.18 유공자 관련 고소/ 조응천의 불발된 청와대 선물 (2016.09.090 5부,o 황장수의 뉴스브리핑,이재명
2017-01-07,9Jt_k829Gi0,UCP2_0FkRvd5SHy7oWb2JyyA,"[3시 뉴스브리핑] 이재명 시장, 몇 달 만에 지지율 '훌쩍'…본인 생각은?",Keith Theil,이재명
2016-12-15,dHjBNU3tygQ,UC7i-U_t3M53gGMqOY8ZjUAQ,이재명 성남시장! 지지율이 오른 결정적 이유! 깨끗한 정치를 지향,Man Roy,이재명
2017-01-19,zo_r3yn7rhI,UCV-wElz0t6QKPqNBGrk7ACA,"이재명 호감도 조사 1위 조선일보, 중앙일보 근거는",Wilbert Benton,이재명
2017-01-14,1BV-tZkvCEs,UCWzQNZO3DfNicRMWgGOLlfA,변방장수 국민머슴 이재명 성남시장 목포 초청 강연 육성 1.13 '방법은 간단합니다',Edmundo Guillen,이재명
2016-12-11,U6hNTdrkozM,UCtV-ZnZaXcEamQ094uMv5UA,이재명 성남시장 vs 하태경 의원 국정감사!!쓴소리 한번 하고 가시죠,Hahnfeld Keith,이재명
2016-11-03,OWOaR4BWh1o,UCZLMISY_KapdV-X8aRhOVqA,故 백남기 농민 빈소 찾은 이재명 성남시장,이지선,이재명
2015-09-16,205nV2pJgu8,UCNJM6dqu70Qr6VaseiW1Org,"이재명 성남시장, 보건복지부는 복지후퇴부인가 복지방해부인가",이재명 성남시장,이재명
2016-11-05,CZYY-LHQU3Y,UCPAWDs_i1JjMBG2xbRnl7RQ,이재명시장 부산벡스코  2016 11 04,박희정,이재명
2017-01-15,L050eN6dCC8,UCWzQNZO3DfNicRMWgGOLlfA,"1.15 광주 김대중컨벤션센터.  이재명과 손가락혁명군 출정식 연설 ""손가락 혁명군이여! 혁명하라!""",Edmundo Guillen,이재명
2016-12-03,y4XoI64ZHV0,UCWlV3Lz_55UaX4JsMj-z__Q,"文 턱밑까지 간 이재명…""박근혜 '前' 대통령, 박정희 유해 옆으로""",TVCHOSUN 뉴스,이재명
2016-09-25,BVsaooYs1Oc,UCZLMISY_KapdV-X8aRhOVqA,"이재명 시장 당진 복분자 강연... ""질의 응답 소통 시간""",이지선,이재명
2016-12-21,HIzVxSLOe28,UC3HmoRkE_IDsU_5sd6LliQg,이재명 전원책과 썰전[ 정치인이 지배자 아닌 머슴이라 생각하면 답 나와],chi chi,이재명
2013-01-24,L-ExQE4khfs,UCUxTPRSns--l5BX2537u7Rw,"이재명, 고용하니 주인행세하는 못된 머슴들에게 일침,",서울의소리백은종,이재명
2016-11-20,eBgg350WjhY,UCehzT9731nBeezXk_70wFfg,[김어준의 파파이스#103] 이재명 그리고 김수민 미스터리,myunclewalt,이재명
2016-12-03,uT0IABDbh5I,UCj-Ay4jYplfY-11Jy3bGWXg,청와대 앞 100미터.. 전진! 세월호 유가족과 눈물흘리는 이재명 시장,초원씨,이재명
2015-03-25,aIZ1UxKy1qs,UCIIpmDPVk7nzNHEUSHmvkUg,홍준표 vs 이재명…“무상급식 매치”_채널A_뉴스TOP10,채널A 뉴스TOP10,이재명
2015-10-15,X-cEQZoR1TU,UCEqcP21s3XsfBkZj38_M21Q,"[1015정치통] 이재명 ""국민 뇌세척 해 신민 삼으려 한다""",시사통 김종배입니다.,이재명
2017-01-26,7Qx56TOzaZA,UCHu5T9grpxHU8nvBryHc9bA,정유년 새해 인사드립니다 성남시장 이재명,성남다이어리,이재명
2017-01-24,bcj5516zZGU,UCRYOOiIwYH73Y1n2HBCZfKQ,"19대 대선-문재인, 이재명, 안희정, 박원순, 안철수, 반기문",Rainbow Snail,이재명
2016-06-16,eHOOx2ivDQQ,UC2WZMGkRQfo2cZHebphMMNA,[마방] 이재명 시장의 외침 (언론은)방해·외면 말아야 - 성남시민 20160615,마로니에방송,이재명
2016-03-26,-z_wdQcvHBo,UCWHNyUM34UKNwkCS6EWKt_Q,"[미래방송]  이재명 성남시장, 미국방문",미래방송 l 미래TV,이재명
2015-06-26,Mv2Ryon3dEQ,UCxQgB81NFgQsMIIrNfglTEw,이재명 성남시장님 수정구보건소 직원 격려 동영상 (점심+전통시장),김진영,이재명
2015-12-21,y5Sj6o1MjeQ,UCNJM6dqu70Qr6VaseiW1Org,이재명 성남시장 순천 강연 - 대한민국의 미래! 복지를 말하다,이재명 성남시장,이재명
2017-01-25,lHgN3v6VVQU,UCjjSvQ_QTAwOlYURhZ6JXQg,"이재명 시장, 오늘 서울 노원구 강연 공고 (2017.1.25)",flying earth,이재명
2017-01-25,r_bTCXTY7cs,UCEinyRh1fsv0SvM93HSrAqg,이재명시장 대선출마선언후 노원구청 1월25일 첫강의영상,양심세우기,이재명
2015-12-20,Ai1fEdgPxL4,UC2WZMGkRQfo2cZHebphMMNA,[마방] 박근혜정부 복지후퇴 저지 토크콘서트-문재인 박원순 이재명_20151220,마로니에방송,이재명
2016-12-11,6avbBBMfBkY,UCg-v_oWUR9LAbTJIVKrHXqQ,망치부인 이재명 박원순 형님 아우 연대 양아치노노 문재인 안희정 정통 정동영 팬클럽,양웬리 -망치부인 맛뵈기영상 전문,이재명
2016-11-21,9koDxMdG7wA,UCZLMISY_KapdV-X8aRhOVqA,"이재명, 서울시당 신입당원 강연... ""종북몰이에 대처하는 방법""",이지선,이재명
2016-10-15,o5p7teCiD9c,UCh1sQH6fclIAgAGpRdEknlw,이재명 // 청산하느냐 or 청산당하느냐,펭귄,이재명
2012-10-24,0km-mZ1aarU,UCUxTPRSns--l5BX2537u7Rw,애국지사가 홀대받는 풍토를 바꾸는 데 앞장서는 '이재명 성남시장',서울의소리백은종,이재명
2017-01-27,T-pMUpXvmWQ,UCWZ9XMLk1TcdGkkTlK19RFg,대한민국의 희망‥이재명‥,신양호,이재명
2015-05-27,FsXnAnynmPQ,UCNJM6dqu70Qr6VaseiW1Org,"이재명 성남시장 경남 강연 - 대한민국의 미래, 복지를 말하다",이재명 성남시장,이재명
2017-01-20,EtQiXgju0i4,UCV-wElz0t6QKPqNBGrk7ACA,황상민 박사의 대선주자 인물탐구: 이재명 #1,Wilbert Benton,이재명
2016-11-18,XK3kFlXQ19I,UCs18sMwqTCMBmTqX0b2-w6A,"문재인, 안철수,이재명, 박원순, 안희정, 김부겸 일요일 6인 비상시국정치회의",유재일,이재명
2016-10-15,IFi8zzTIme0,UCh1sQH6fclIAgAGpRdEknlw,이재명이 생각하는 지금 필요한 리더십,펭귄,이재명
2016-09-26,K2nCzxv3oOs,UCn3DfoyDnXWlgkfGejkG7vA,"김어준의 뉴스공장 [16.09.26] 김두관, 이재명, 최진녕, 금태섭, 이정일, 강신주",Moonsrever,이재명
2017-01-19,XovSlln7Syg,UCUDZU1R3DSUEANko7A7qqkg,아내와 미용실에 나타난 이재명 꿀잼 러브스토리 페북생중계,China Find,이재명
2016-06-09,Qu24VM-9fS0,UCpaILYmRFjNfb6A-NXKnOHA,김종인 대표 이재명 성남시장 단식농성장 방문 160608,TV 더불어민주당,이재명
2016-09-08,PxeXXGfTo88,UCLiK08tsWKL5bNoz1f8sHsw,"이재명, '노란 리본이 지겹다'는 시민에게 돌직구",MediaVOP,이재명
2016-12-20,lSaVpilQur4,UCNWnk-chu7y8_D6gC3TBK7Q,"정봉주 전국구 - 이재명, 야권대선후보",publicscope,이재명
2016-09-07,bM3czr0FIlw,UCu1FzjrHosuKGvgIx8oBi8w,1755.이재명과 문재인/ 국정원과 양우회/ 이희호 여사와 세월호 등 (트솎),트위터매거진 새가 날아든다,이재명
2015-08-07,C9vStFJ4uvM,UCNJM6dqu70Qr6VaseiW1Org,이재명 성남시장이 일베??,이재명 성남시장,이재명
2016-10-14,8F5PxHUWC-w,UCQXvbLZO_EhSmzr_T2tfnOg,이재명 성남시장 국회 국토위 국감 증언,경기미디어신문,이재명
2017-01-05,3v_gzydi1nQ,UC3HmoRkE_IDsU_5sd6LliQg,이재명 죽이려다 탈탈 털리는 전원책 종편에서 사라질듯[신년토론] 불통에 막말 생방금지될듯,chi chi,이재명
2016-08-18,T_YDUVYBEiQ,UCHu5T9grpxHU8nvBryHc9bA,20160819 이재명 시장님 인터뷰,성남다이어리,이재명
2016-09-30,GFtcA4swFlE,UCZLMISY_KapdV-X8aRhOVqA,"대선 예비주자 언론포럼... ""이재명, 친일매국 세력 척결을 말하다""",이지선,이재명
2015-10-16,fBpi5kzai_s,UCIIpmDPVk7nzNHEUSHmvkUg,"[단독]이재명 시장과 산책 개, 초등생 물었다?_채널A_뉴스TOP10",채널A 뉴스TOP10,이재명
2015-09-04,nxi9nxjewpE,UC34U7Gy8HbaE1JjSVQh06Yw,성남FC. 비하인드 스토리  멋진 구단주 이재명성남시장,박동환,이재명
2016-12-22,IlrWkAAjgMA,UCYVQbPlvL3Hk-kFL2DHH8bA,"두남자의히스토리_이완용, 그리고 미완의 척결자 이재명(서울경기케이블TV뉴스)",InsideCable KCTA,이재명
2015-04-27,dPgRyHhlmFI,UCHd1wkYem49oJD2oiA9gH_w,이재명의놓지마정신줄만화더빙,호호호,이재명
2015-06-05,zicsxNd8qdo,UCX7-K_PSdtAiUDLEMQwrRoQ,24회 홍석현 vs 이종인 vs 이재명 승자는 누구?,GObalnews,이재명
2016-12-21,CqXrpteup6s,UCV56TwA5jt5D-l7-EhDwyww,이재명 정동영 미키루크 이상호 씹덕 터지는 색다른 해명 인터뷰,Harrison Patterson,이재명
2015-07-21,yJT8a-Jg7Dk,UCu1FzjrHosuKGvgIx8oBi8w,891.이재명이 국정원을 대하는 법,트위터매거진 새가 날아든다,이재명
2017-01-02,C2xZ_DkqZbs,UCjjSvQ_QTAwOlYURhZ6JXQg,"이재명 시장의 ""기본소득제"" 개념 정리",flying earth,이재명
2016-12-01,4LTI7sgnGVw,UCg-v_oWUR9LAbTJIVKrHXqQ,망치부인 이재명 vs 문재인 여론조사 문 91% 지지율 압승 현기환 엘시티 자해 박근혜 탄핵 부결 김어준,양웬리 -망치부인 맛뵈기영상 전문,이재명
2016-12-02,igLJY6_TUXs,UChlgI3UHCOnwUGzWzbJ3H5w,"문재인 ""나는 고구마, 이재명은 사이다"" / YTN (Yes! Top News)",YTN NEWS,이재명
2016-11-21,FRcBDuorEx4,UCY_4SqEcnswYa-oy6IFqsRQ,"김어준의 뉴스공장 (2016.11.21 - Full ver) - 이재명, 익명제보자-최순실 사태 관련, 임상훈",0828kkk,이재명
2014-10-20,6O2eOwxFgbg,UCu1FzjrHosuKGvgIx8oBi8w,비정규44. 보수를 대하는 법 - 이재명(하),트위터매거진 새가 날아든다,이재명
2017-01-21,Ya5Sdlf2wtY,UCV-wElz0t6QKPqNBGrk7ACA,"이재명 성남시장 '황교안도 탄핵사태 책임자, 사퇴해야'",Wilbert Benton,이재명
2016-12-20,h_uEXcfbJYE,UCjjSvQ_QTAwOlYURhZ6JXQg,"이재명 시장, 인권변호사 참여연대 활동 이력에 대해 2016.12.20",flying earth,이재명
2017-01-21,sAnbx5G2sGE,UCqmcsRXO3Su4U7BU0ICamyw,[김어준의 파파이스#129] 이재명 성남시장 - 반드시 수개표해야한다!,truth tv,이재명
2016-12-08,cjFyRhBLv4o,UCWzQNZO3DfNicRMWgGOLlfA,이재명 티비조선 이것이정치다 출연 인터뷰 육성 정리 12.8,Edmundo Guillen,이재명
2017-01-21,ZGVRWvj4FoY,UCV-wElz0t6QKPqNBGrk7ACA,이재명 성남시장 '내가 대통령 된다면 새로운 대한민국 열릴 것',Wilbert Benton,이재명
2015-09-08,ovqItElCahM,UCykcrTEK6L5ym2d4Nnp_fHA,"이재명 성남시장,  아산서 천안아산마옥당 초청 강연",한광수,이재명
2014-01-18,DKOAsFVPLuA,UC34U7Gy8HbaE1JjSVQh06Yw,"어머니, 죄송합니다 ~이재명 성남시장",박동환,이재명
2016-10-31,dSqU2FlPocI,UCc4b_UW5vtuNSeLBoALaB1g,'청계광장 촛불집회' 노회찬 의원과 이재명 성남시장,권세한,이재명
2016-06-16,boqc7tRuvP4,UCZLMISY_KapdV-X8aRhOVqA,"이은미 광화문 콘서트 '희망이 밥이다!'... ""이재명 성남시장의 큰절""",이지선,이재명
2017-01-27,0_YLZ3QJw9E,UCe_U8q54bb0PTfUgJ5ic92w,이재명 시장 부인의 놀라운 과거 행보!!,Eddie Hagadone,이재명
2017-01-20,pkybE-7O94k,UCpaU4A_LGDRNyxDLw6yT8Mw,반기문 드디어 이명박을 찾아가다!! 이재명의 맹비난!,Valuable contents creator,이재명
2016-12-05,SktKF76KI14,UCIIpmDPVk7nzNHEUSHmvkUg,"문재인 “이재명은 사이다, 나는 고구마”_채널A_뉴스TOP10",채널A 뉴스TOP10,이재명
2017-01-21,J7JCOnVYh-0,UCV-wElz0t6QKPqNBGrk7ACA,20161205 사이다 이재명 성남시장 on 채널A,Wilbert Benton,이재명
2017-01-27,ISlB6fHpyA8,UCe_U8q54bb0PTfUgJ5ic92w,이강연 보고도 이재명 지지 않하는 사람 있을까? 이재명 고양 강연2,Eddie Hagadone,이재명
2017-01-27,nnv7X83st78,UC4cZhkK7CrJh-ZsAUTRGa9A,이재명 대통령  만들기,정다훈,이재명
2017-01-27,IUDQgV249kY,UCe_U8q54bb0PTfUgJ5ic92w,김제동 성남 토크콘서트 하이라이트 이재명과 케미폭발!!,Eddie Hagadone,이재명
2017-01-28,QKxCDgxXciY,UCSYtSLOiS146LGrO6Y3fi-g,"[빡친 이재명]성남시장이 조작방송 TV조선을 대하는 자세,미군 철수하지 않을것",KOREA NEW'S,이재명
2017-01-28,gK2T26xtFoE,UCjcKmq2117hw66jNp-yPJKQ,이재명이 말한다.가천대발언 사과.사이다와 고구마 그리고 가족사,Babu75,이재명
2017-01-28,ENqtyr7Erig,UCFRWJ4aWfG2EyCEsqdWv3tA,일본 기자가 이재명 시장에게 섭섭함을 토로한 이유.역시 소신이 명확한 갓재명 - Best New,친절한정치씨,이재명
2017-01-23,dQX2-kLH-D4,UChlgI3UHCOnwUGzWzbJ3H5w,"황교안, ""권한대행 소임 위해 혼신의 노력"" (신년 기자회견 전문) / YTN (Yes! Top News)",YTN NEWS,황교안
2017-01-23,MwesXawp5ls,UChlgI3UHCOnwUGzWzbJ3H5w,황교안 '히든카드' 부상...'대선 언급' 주목 / YTN (Yes! Top News),YTN NEWS,황교안
2016-11-11,Mopj79RO1yM,UCUy4ndv1YFx7joMIUirbqbw,이재정 의원 황교안 총리 역대급 말다툼 눈싸움까지 '관료에게 갑질하러 나온 거 아니다' 샤머니즘 논란_얼마나 더 무너져야 합니까_간신부역자 국무위원? 오방색끈 문체부달력 전달,Harper Kim,황교안
2016-09-22,tv7izwK9CuA,UCLiK08tsWKL5bNoz1f8sHsw,"송영길 ""기름장어 총리"" 지적에 황교안 버럭 (최순실 의혹)",MediaVOP,황교안
2017-01-26,M2I9N_viCwc,UCRV8pv6DOA9sp9UWPDS9_vw,황교안에게 빠질수밖에 없는 지리는 연설....,석가모니,황교안
2017-01-23,iRLv5p_Xuhs,UCH9Q_K1Hm0gPWqcVGIQmlSw,장제원과 황교안은 왜 싸웠을까? 통화내용 공개.,친절한정치씨,황교안
2017-01-14,G89tl4eXWSM,UCs18sMwqTCMBmTqX0b2-w6A,대구경북은 왜 유승민이 아닌 황교안에 몰리나?,유재일,황교안
2017-01-08,4sEYFNZmURQ,UCx2eRsOVWYmM-StX_lu7axQ,황교안과 최순실 자매의 밀월관계. 이상호에게 들킨 황교안의 정체,Veritas Speak X 단박에 한국사,황교안
2016-12-21,UorXA0I6110,UCKh-rvePAdYIPIy7CaO0HeA,"대박 말싸움... 하태경과 황교안의 삿대질, ""부역이다"" ""말 함부로 하지 마세요~""",BJ KANG,황교안
2017-01-04,KCUdAK0vXIc,UCjObOBMWm1Ma7NlInI7Hpyg,차기 대통령은 황교안이 될 가능성이 크다! 탄핵은 기각될 가능성이 크다! 이화영 목사,태극기방송이화영,황교안
2016-12-09,DCGuUnvpnMQ,UCTHCOPwqNfZ0uiKOvFyhGwg,황교안 대통령 권한대행 첫 대국민담화 [현장연결],연합뉴스 TV,황교안
