id,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,vid_id
igLJY6_TUXs,24675,90,45,0,114,igLJY6_TUXs
t28Qonf72dI,2752,56,9,0,12,t28Qonf72dI
Q_pYk1n5M24,158,0,0,0,0,Q_pYk1n5M24
kSegLieguaI,417,28,0,0,7,kSegLieguaI
l-XdTvAzU4U,215,21,6,0,15,l-XdTvAzU4U
xGHdFWWUqMk,4178,14,5,0,9,xGHdFWWUqMk
NmvdHH6gfgo,152451,731,185,0,328,NmvdHH6gfgo
DJ96UKN8aLc,661,33,2,0,3,DJ96UKN8aLc
GBzWPRW0JDE,4930,61,0,0,2,GBzWPRW0JDE
tpp2zpq-CVQ,234,1,0,0,0,tpp2zpq-CVQ
bPMdMutyGjg,12030,247,23,0,33,bPMdMutyGjg
M9vUiNk2HWY,559,1,3,0,3,M9vUiNk2HWY
xGFwWX_Ff94,41519,NA,NA,0,185,xGFwWX_Ff94
ykJqURa8W5A,50730,738,117,0,573,ykJqURa8W5A
CNgHmq44JHI,33122,475,24,0,103,CNgHmq44JHI
KFfEVeR1XX4,15260,794,19,0,105,KFfEVeR1XX4
_-8V1Xho3_w,354,10,1,0,1,_-8V1Xho3_w
NmhfVUN3slY,1465,30,0,0,0,NmhfVUN3slY
OGr6KXfcUpk,1213,7,3,0,10,OGr6KXfcUpk
Gmc9JDPvaHE,116315,1891,212,0,315,Gmc9JDPvaHE
QJLs4bS1jWw,26516,33,47,0,42,QJLs4bS1jWw
sSNAWNhZ9Nw,805,40,1,0,0,sSNAWNhZ9Nw
swG5ycEavww,2421,5,3,0,6,swG5ycEavww
MdMGv7lh93k,1137,48,4,0,8,MdMGv7lh93k
JV8sgMzc_VE,1686,14,2,0,6,JV8sgMzc_VE
ysQxSdPxb10,1383,7,2,0,1,ysQxSdPxb10
2i8-n5--cWQ,3777,65,1,0,20,2i8-n5--cWQ
UQZLH-kxBNU,9086,163,4,0,13,UQZLH-kxBNU
Yq2nhDmDEZk,9086,196,2,0,26,Yq2nhDmDEZk
wFegEyIePrc,21022,388,25,0,108,wFegEyIePrc
JWmzqVLIxew,221,0,3,0,3,JWmzqVLIxew
3GF57MHVUzQ,4303,81,6,0,16,3GF57MHVUzQ
ypw15l0Zans,17,NA,NA,0,NA,ypw15l0Zans
CeUI6JmyNQA,7236,58,36,0,57,CeUI6JmyNQA
Q9Z8fWRlKfk,3858,17,14,0,9,Q9Z8fWRlKfk
MnG899ORCLo,68721,390,90,0,549,MnG899ORCLo
t3ZSwRj8v9g,2086,27,7,0,17,t3ZSwRj8v9g
vSAvBVjhc9g,17202,60,12,0,4,vSAvBVjhc9g
cDOc2ggUTqE,44223,300,17,0,170,cDOc2ggUTqE
z8hCcRHCAcw,186017,1073,49,0,760,z8hCcRHCAcw
39n-oO6jlBk,1023780,6079,588,0,4485,39n-oO6jlBk
0Xvg3lxza4g,6199,NA,NA,0,186,0Xvg3lxza4g
M0qHb55rXro,124676,286,29,0,173,M0qHb55rXro
qRfQueN4FEk,5029,13,19,0,23,qRfQueN4FEk
0dKWggUvy18,16331,978,16,0,159,0dKWggUvy18
JgnZyraqRmc,239641,393,63,0,259,JgnZyraqRmc
kilPsQ1dIjI,9648,785,10,0,101,kilPsQ1dIjI
7hipwVzVGUk,30710,87,3,0,53,7hipwVzVGUk
G89tl4eXWSM,49819,804,199,0,271,G89tl4eXWSM
tYxopWbT6uo,5064,28,3,0,19,tYxopWbT6uo
o774bkSNyd4,9940,43,6,0,20,o774bkSNyd4
eoGywW-zuXk,3249,14,1,0,21,eoGywW-zuXk
UgtGiv-7vlQ,17675,100,16,0,46,UgtGiv-7vlQ
kxwWw5zOf9Y,2566,24,8,0,11,kxwWw5zOf9Y
hcqQ01PW_9I,1077,8,9,0,0,hcqQ01PW_9I
JR5aO4_y7Eg,10704,95,13,0,24,JR5aO4_y7Eg
SqXdMvuYCmk,1391,17,13,0,24,SqXdMvuYCmk
1-TC7cEonNY,5509,40,5,0,13,1-TC7cEonNY
Zb6p2SWaSdc,1403,4,11,0,0,Zb6p2SWaSdc
t4Mx-Ci6Vrw,135102,223,25,0,97,t4Mx-Ci6Vrw
FgD56IYDrSA,619,4,2,0,1,FgD56IYDrSA
cwGWl0N9mV4,14562,61,17,0,70,cwGWl0N9mV4
DX6EHbb77po,358,0,0,0,0,DX6EHbb77po
G7VBzvubW9I,140,0,0,0,0,G7VBzvubW9I
SoH1cSCiqEo,62,0,0,0,0,SoH1cSCiqEo
OtTscZpfVmI,310,0,1,0,0,OtTscZpfVmI
POQLmtDHBWk,24665,183,6,0,82,POQLmtDHBWk
xkadfdp98x4,192176,1274,194,0,645,xkadfdp98x4
HVQy2QcszK0,1677,5,12,0,10,HVQy2QcszK0
BaXzvSipae4,19088,41,6,0,28,BaXzvSipae4
J3U154QPXOg,208,2,2,0,5,J3U154QPXOg
oDLpev-ceaQ,76,2,0,0,0,oDLpev-ceaQ
RdMxrZfREZE,1914,25,0,0,2,RdMxrZfREZE
vp86i3zgcY4,2470,32,0,0,38,vp86i3zgcY4
nf-xeuhDtOE,289,1,0,0,0,nf-xeuhDtOE
mMfmrkKAPWY,30,0,1,0,0,mMfmrkKAPWY
q6WxmISdLNs,300,3,2,0,6,q6WxmISdLNs
EhQSaQMqx4Q,2487,72,5,0,0,EhQSaQMqx4Q
XxyTOhiTHD0,271,2,0,0,0,XxyTOhiTHD0
KI5ldV-cuFQ,405,1,3,0,4,KI5ldV-cuFQ
TyUH3V9uHkk,46776,103,5,0,NA,TyUH3V9uHkk
LK-xRiz60Vk,7205,14,2,0,10,LK-xRiz60Vk
yLaObKIB_rU,2626,17,6,0,9,yLaObKIB_rU
9-NNEvrTfsQ,15783,72,70,0,70,9-NNEvrTfsQ
OI4RlIyfHT8,6054,163,2,0,56,OI4RlIyfHT8
rqQAibgiAxU,5169,66,23,0,89,rqQAibgiAxU
7trLktExjuU,330,3,2,0,3,7trLktExjuU
2IvIrW4eLNE,126,0,0,0,0,2IvIrW4eLNE
WzGrW4YakIg,250,0,1,0,2,WzGrW4YakIg
d1ig80PQmZU,44935,54,8,0,9,d1ig80PQmZU
uIV-HEmPX5o,179628,751,62,0,108,uIV-HEmPX5o
Knu5KdcpML4,8715,76,2,0,32,Knu5KdcpML4
n71kzSyGPpw,418,0,1,0,3,n71kzSyGPpw
n29QYdTHiqY,292,1,0,0,0,n29QYdTHiqY
MPJbl3oPr_k,148,2,0,0,0,MPJbl3oPr_k
lI0IhAvoyn8,172,0,2,0,1,lI0IhAvoyn8
Q3iummjKkLQ,1998,15,4,0,5,Q3iummjKkLQ
vYW4_j_AqVw,9975,223,30,0,104,vYW4_j_AqVw
kbeG93Wi2J4,247,2,0,0,0,kbeG93Wi2J4
E0V53ZNnsZc,2602,32,3,0,7,E0V53ZNnsZc
dmxl8yHc2JQ,22561,370,29,0,109,dmxl8yHc2JQ
M8PfYYHyv0w,9338,41,4,0,19,M8PfYYHyv0w
tgy33cXvh90,8217,193,6,0,55,tgy33cXvh90
kQhYUFbdL4Q,1121,9,6,0,10,kQhYUFbdL4Q
ZXtosxO1UW4,51178,2238,88,0,386,ZXtosxO1UW4
uQvIFx91MJY,504,2,1,0,0,uQvIFx91MJY
HgXF3INcrKw,1225,7,2,0,12,HgXF3INcrKw
69gpESoar_k,16490,23,28,0,29,69gpESoar_k
oRc0s7z_J_o,534,1,4,0,3,oRc0s7z_J_o
hojpcD6HTZo,3731,17,27,0,29,hojpcD6HTZo
M1l_Wcy04EE,7600,50,6,0,58,M1l_Wcy04EE
-SwRnNcv9-w,298,1,1,0,0,-SwRnNcv9-w
gwk1gt0QfvI,3253,8,0,0,0,gwk1gt0QfvI
0PxpEFwIT4o,3667,5,11,0,NA,0PxpEFwIT4o
u-5sOzUbzkQ,13681,33,9,0,32,u-5sOzUbzkQ
oGtuAs6Uebs,53046,2936,113,0,343,oGtuAs6Uebs
coKTt5LX9W0,7983,232,3,0,57,coKTt5LX9W0
fRkaHnNfGUw,4362,52,7,0,27,fRkaHnNfGUw
KgX0RIkrXz8,1160,4,0,0,0,KgX0RIkrXz8
eNQ-5EIXaH4,110214,200,31,0,NA,eNQ-5EIXaH4
kZbSs9ykCgg,16836,176,14,0,78,kZbSs9ykCgg
2x49N9GIFxY,4938,55,3,0,40,2x49N9GIFxY
3r4krBF0vdo,2000,9,1,0,0,3r4krBF0vdo
3sywfJjVwRo,21409,1176,37,0,154,3sywfJjVwRo
zw3M_0Vjdng,16181,22,78,0,90,zw3M_0Vjdng
2LxYZr1I2_o,1566,9,0,0,8,2LxYZr1I2_o
ekP2uG5-T6c,2535,6,0,0,8,ekP2uG5-T6c
vGHxLnatCAc,3079,20,6,0,10,vGHxLnatCAc
UEmBhu3grfE,4576,29,1,0,12,UEmBhu3grfE
FjjihTxE1u8,1955,3,0,0,2,FjjihTxE1u8
qYzbjtgLXmg,6666,27,3,0,18,qYzbjtgLXmg
yC2uSZIxWT0,7051,152,4,0,32,yC2uSZIxWT0
7td6RU67qOw,465,9,0,0,0,7td6RU67qOw
xxG4I2t8qCE,1312,6,2,0,4,xxG4I2t8qCE
I_5uGhcUesw,7896,178,3,0,42,I_5uGhcUesw
hOqnwnDD_D4,36121,126,42,0,NA,hOqnwnDD_D4
lNjUOS20Ips,1767,4,0,0,0,lNjUOS20Ips
h-lpJossbxs,390,6,22,0,7,h-lpJossbxs
rH5VdNweOyo,1286,18,0,0,2,rH5VdNweOyo
P67KF2ZhsNc,12416,31,6,0,12,P67KF2ZhsNc
MpQPGpkWnSE,6531,228,4,0,29,MpQPGpkWnSE
OxQAaH8IXmc,86996,1707,207,0,355,OxQAaH8IXmc
jT2IYz92Uf4,32147,2305,74,0,176,jT2IYz92Uf4
I0yS7pnvSdQ,10056,408,6,0,23,I0yS7pnvSdQ
lhIdS_RH-sA,926,12,1,0,2,lhIdS_RH-sA
SMTWGwu_l5E,45623,928,31,0,124,SMTWGwu_l5E
MBHjvb682S4,59,0,0,0,0,MBHjvb682S4
5aT0dMVeMDg,1302,11,0,0,7,5aT0dMVeMDg
43nbWuTVfBk,113,1,1,0,0,43nbWuTVfBk
gcPll8kcOu0,788,2,0,0,0,gcPll8kcOu0
qQ32JP-G8ds,434,0,0,0,1,qQ32JP-G8ds
DXU5ffBHrPc,111,0,0,0,0,DXU5ffBHrPc
CLH-1_aBC_4,228,1,1,0,3,CLH-1_aBC_4
47LNr02YoJ4,987,5,4,0,6,47LNr02YoJ4
MDe-jnwdIQQ,28024,2184,65,0,233,MDe-jnwdIQQ
cMhNA27SBcE,8476,28,10,0,5,cMhNA27SBcE
hOVBWqrYOVo,4102,36,1,0,17,hOVBWqrYOVo
H6XO6fq0a7I,2324,55,2,0,7,H6XO6fq0a7I
2B1CyNzmU68,985,0,0,0,0,2B1CyNzmU68
jZ-m3thIpnA,161,1,0,0,1,jZ-m3thIpnA
HF5hjH2X2tk,2333,7,7,0,32,HF5hjH2X2tk
2nkDJINFYKw,403,0,1,0,1,2nkDJINFYKw
27TEE0LFzzc,302,6,13,0,12,27TEE0LFzzc
AxsAXDM2IJI,2611,16,2,0,14,AxsAXDM2IJI
NKbZqXIIrhM,2951,17,1,0,17,NKbZqXIIrhM
RN0e4BtHgaI,1393,1,1,0,5,RN0e4BtHgaI
EBmHlQMQemk,521,5,0,0,0,EBmHlQMQemk
1v_GnGGWljc,52151,250,16,0,73,1v_GnGGWljc
OMUMxH53sSo,95,2,0,0,0,OMUMxH53sSo
6YCPz6elJ94,708,1,0,0,0,6YCPz6elJ94
XeHRhNrwE2o,228,4,0,0,1,XeHRhNrwE2o
ZUS7toV-JcU,461,12,12,0,9,ZUS7toV-JcU
iqarzHX-fOY,1559,2,6,0,6,iqarzHX-fOY
h6ooDOSzkYY,25,0,0,0,NA,h6ooDOSzkYY
VOmQvWGHlkE,220,0,0,0,1,VOmQvWGHlkE
k1vmczNSyPI,267,0,0,0,1,k1vmczNSyPI
cBLKLisFxxY,86,0,0,0,0,cBLKLisFxxY
eyQuBP2Q8Rc,18,1,0,0,0,eyQuBP2Q8Rc
ztScNScd0-c,3067,27,26,0,46,ztScNScd0-c
dGvZoT05bf0,8670,30,1,0,11,dGvZoT05bf0
gWKZApJaleg,266,7,7,0,2,gWKZApJaleg
fPF6wFBehLI,304,4,2,0,0,fPF6wFBehLI
GSdEZ-btAp0,13168,625,31,0,135,GSdEZ-btAp0
PMVSEUx-gSg,350,1,0,0,4,PMVSEUx-gSg
_UnCPh3aUjM,36,1,0,0,2,_UnCPh3aUjM
4A566Zm84Vg,586,1,0,0,1,4A566Zm84Vg
ONWYvBNE2SE,1131,6,0,0,1,ONWYvBNE2SE
0nogLHgSfio,44,0,0,0,0,0nogLHgSfio
DDhx1oOXggc,260,1,0,0,0,DDhx1oOXggc
nZDfk09Kxg0,81,1,0,0,0,nZDfk09Kxg0
zhmUeIBcwxc,504,0,1,0,5,zhmUeIBcwxc
dcwde0oTVdw,28878,385,51,0,82,dcwde0oTVdw
_XFV9jyzmYE,978,5,2,0,3,_XFV9jyzmYE
0rtucuVrbqY,6,0,0,0,0,0rtucuVrbqY
tJp_05c0v_M,1655,0,0,0,0,tJp_05c0v_M
cA6xr8-Mnbs,788,3,5,0,1,cA6xr8-Mnbs
ifcnSokDWy0,136,1,0,0,0,ifcnSokDWy0
APt_D7VBBMo,198,2,13,0,6,APt_D7VBBMo
APt_D7VBBMo,198,2,13,0,6,APt_D7VBBMo
jm7Og4LD9Gg,9,0,0,0,0,jm7Og4LD9Gg
wUu-9tu9jlA,19,1,0,0,NA,wUu-9tu9jlA
ELBntFM1qNY,2663,17,2,0,8,ELBntFM1qNY
gg0ZZkubaYM,9126,221,11,0,65,gg0ZZkubaYM
gg0ZZkubaYM,9126,221,11,0,65,gg0ZZkubaYM
iP6pVca_lFM,6,0,0,0,0,iP6pVca_lFM
bgT1d7HWR2I,80,0,0,0,0,bgT1d7HWR2I
Za8UauQBlSQ,35,0,0,0,0,Za8UauQBlSQ
_ZVFwEMe_5Q,115,0,0,0,0,_ZVFwEMe_5Q
yQV3nCLJEOA,7,0,0,0,0,yQV3nCLJEOA
ohGxh62JaSQ,334,0,0,0,5,ohGxh62JaSQ
4C_y_NrTmzs,2,0,0,0,0,4C_y_NrTmzs
eHD1ykez0bM,68,0,0,0,0,eHD1ykez0bM
hJg3p9hv6qY,4,0,0,0,0,hJg3p9hv6qY
jI6hYnuVzSs,4,0,0,0,0,jI6hYnuVzSs
ixwPEoER8lA,24,0,0,0,0,ixwPEoER8lA
K78vAF_BbNU,65,2,0,0,0,K78vAF_BbNU
DQKq6uzc4E0,20,1,0,0,0,DQKq6uzc4E0
cMLnpNfn07U,124,4,0,0,1,cMLnpNfn07U
NCPZummaS7Y,4,0,0,0,0,NCPZummaS7Y
Dr-McfGBtl8,4,0,0,0,NA,Dr-McfGBtl8
RiUhbqnCP-A,1,0,0,0,0,RiUhbqnCP-A
UO2vBOMDgao,1,0,0,0,0,UO2vBOMDgao
C9idw_vWufo,273,0,0,0,0,C9idw_vWufo
Kc0vlfHYpr8,422,0,0,0,0,Kc0vlfHYpr8
sgpuK0-2Px4,15,2,1,0,0,sgpuK0-2Px4
mVDh6_2abwA,133,1,0,0,0,mVDh6_2abwA
fQzJ1L38dSs,6,1,0,0,0,fQzJ1L38dSs
U8D2INdnNeM,6,0,0,0,0,U8D2INdnNeM
nnUIvjiW2Qo,41,0,1,0,0,nnUIvjiW2Qo
8zzNN0V818k,17,1,0,0,0,8zzNN0V818k
sRw4fTbMekU,18,0,0,0,0,sRw4fTbMekU
YDvghSNoeg8,5,0,0,0,0,YDvghSNoeg8
1uDZ8gte9ew,2,0,0,0,0,1uDZ8gte9ew
PbU2SduTHbI,6,0,0,0,0,PbU2SduTHbI
RjAJqsdyIaM,84413,663,35,0,463,RjAJqsdyIaM
z-VaLzFUy8s,28081,297,11,0,39,z-VaLzFUy8s
hwP_mvxTwc0,176885,1689,82,0,466,hwP_mvxTwc0
hqM1s84jhRU,472483,2984,169,0,901,hqM1s84jhRU
f9Waup54nPs,25800,134,14,0,81,f9Waup54nPs
K8_GRRtANy4,125271,856,47,0,536,K8_GRRtANy4
Vgec8iGdG7Y,178066,1344,123,0,458,Vgec8iGdG7Y
ALtJjW5ZNzk,100329,728,40,0,264,ALtJjW5ZNzk
B-Q1cUt2xWU,3576,267,10,0,65,B-Q1cUt2xWU
OAdJYqq0uUw,39703,454,13,0,128,OAdJYqq0uUw
PrssZYFegoY,260330,2684,245,0,916,PrssZYFegoY
BIdxucGlOx8,184622,1585,75,0,320,BIdxucGlOx8
oz7_pXr7zrE,516120,2228,102,0,354,oz7_pXr7zrE
OLCJN-kofDY,46197,224,5,0,30,OLCJN-kofDY
V_JMbXFedkw,124807,1147,71,0,731,V_JMbXFedkw
I-VHamNqgT0,268075,3814,331,0,1449,I-VHamNqgT0
Ch-V_MRlKb0,21669,135,77,0,0,Ch-V_MRlKb0
B0QFqhheLxw,354493,2687,141,0,394,B0QFqhheLxw
iRZ1SlpINmg,66024,149,34,0,219,iRZ1SlpINmg
SI-taRucr1U,2096,2,10,0,12,SI-taRucr1U
4LDppZIWzxM,385344,2375,327,0,736,4LDppZIWzxM
HiE2tDYs7mo,19731,176,7,0,68,HiE2tDYs7mo
VUD8EivHmh4,55182,1059,61,0,252,VUD8EivHmh4
PxStAKNrEjg,203253,1577,142,0,442,PxStAKNrEjg
C2h9czNH6Do,41587,89,56,0,112,C2h9czNH6Do
ljr0JrdAzSo,10386,399,5,0,50,ljr0JrdAzSo
8P20l7tFODU,34704,313,8,0,95,8P20l7tFODU
n7SUG8b5uEo,47154,481,20,0,222,n7SUG8b5uEo
MGpEEfT5QEM,65804,569,16,0,173,MGpEEfT5QEM
Y-OiQoyXM-M,393879,2349,240,0,540,Y-OiQoyXM-M
BXZF-y4Bgjc,20508,252,3,0,30,BXZF-y4Bgjc
swt5zckOyhQ,123176,555,125,0,40,swt5zckOyhQ
vW4JFj0owug,100094,789,59,0,168,vW4JFj0owug
URw4Sf76loE,75488,381,100,0,152,URw4Sf76loE
-wq21oyADGU,823949,4726,280,0,1367,-wq21oyADGU
bkl6pCTAfNw,22440,174,12,0,37,bkl6pCTAfNw
oZ_62YBtCYA,7961,23,19,0,12,oZ_62YBtCYA
yqmAJTaZuIU,40089,160,21,0,21,yqmAJTaZuIU
CBPWuKrCqjg,71550,407,33,0,269,CBPWuKrCqjg
uA0ct3mxi2c,14326,220,1,0,111,uA0ct3mxi2c
SFN-neBA0Kw,23833,181,13,0,32,SFN-neBA0Kw
w7Uh16djulc,35348,454,16,0,357,w7Uh16djulc
9P32iJWrSbc,5844,60,11,0,0,9P32iJWrSbc
KTIuRMO1mh0,154955,1303,101,0,NA,KTIuRMO1mh0
d95DeHGnDPM,65176,503,40,0,124,d95DeHGnDPM
iLL9YiucAAE,358,0,1,0,4,iLL9YiucAAE
rU16Q05NDGk,106362,1034,51,0,272,rU16Q05NDGk
WQH7IeswcDg,32031,436,11,0,72,WQH7IeswcDg
y_tIBWUz7_g,7258,83,2,0,9,y_tIBWUz7_g
iKVFMDACXpg,4281,11,8,0,8,iKVFMDACXpg
szNMYDWuCV4,67074,391,28,0,43,szNMYDWuCV4
OgQKjwo_Rms,16780,102,5,0,19,OgQKjwo_Rms
GoZ_Gxb92lo,11962,41,64,0,40,GoZ_Gxb92lo
Sf8ekVYCAbM,3284,28,11,0,19,Sf8ekVYCAbM
0SYMyG5ElGU,15641,180,5,0,87,0SYMyG5ElGU
Nq56kNPy06U,121484,1107,42,0,227,Nq56kNPy06U
SvnIHjILffE,17722,178,15,0,21,SvnIHjILffE
VBVTBmwuCjY,8717,NA,NA,0,85,VBVTBmwuCjY
uEf_LpcYk9U,6302,20,2,0,6,uEf_LpcYk9U
pWM38LgCkBk,11189,73,1,0,4,pWM38LgCkBk
NCtdxZL9S7k,24478,389,13,0,56,NCtdxZL9S7k
qDSZ4bzPppc,22178,107,7,0,20,qDSZ4bzPppc
lkJi6kJU2Mk,3851,69,1,0,18,lkJi6kJU2Mk
CLdzdZ9rsZ0,94193,762,93,0,210,CLdzdZ9rsZ0
HEIPLjE16fk,70900,1061,41,0,370,HEIPLjE16fk
QVOwOOV-5LI,33617,204,14,0,45,QVOwOOV-5LI
9Yog8Fx6ubc,36783,342,57,0,88,9Yog8Fx6ubc
msni1MA2GMQ,7751,39,8,0,57,msni1MA2GMQ
US_xspT9idY,71254,954,44,0,217,US_xspT9idY
CEEFfyjNrv8,33747,311,13,0,31,CEEFfyjNrv8
NlGyDEfETjM,102404,1091,44,0,131,NlGyDEfETjM
-6h0eCfvp8k,16618,65,74,0,5,-6h0eCfvp8k
oocvXM6ntUc,1577,4,2,0,2,oocvXM6ntUc
ai4D7kk9fHs,533,0,4,0,0,ai4D7kk9fHs
c6yrFFDv4p0,95163,644,32,0,86,c6yrFFDv4p0
X_EuwmeR1dc,123652,113,40,0,98,X_EuwmeR1dc
8x9hRT5Ta9o,1414,5,6,0,4,8x9hRT5Ta9o
GpqXfd8MZ0U,100,0,0,0,0,GpqXfd8MZ0U
2H20KxSaar4,12938,51,3,0,11,2H20KxSaar4
41LuaS4MsrA,34799,323,17,0,85,41LuaS4MsrA
ibBJKRvQP5I,28698,126,6,0,28,ibBJKRvQP5I
6zzIJkIWyaE,14559,26,80,0,172,6zzIJkIWyaE
g8YBE6rDLms,60,0,0,0,0,g8YBE6rDLms
HiTLKmtZY30,170,0,2,0,1,HiTLKmtZY30
oQll3_AzyvQ,37291,319,11,0,105,oQll3_AzyvQ
Ix4D8IYLYGU,19433,27,155,0,50,Ix4D8IYLYGU
vuodBKrAV_I,63954,709,28,0,126,vuodBKrAV_I
oirqm4wb0tg,5876,98,1,0,22,oirqm4wb0tg
hLYinBNENMk,78047,811,55,0,378,hLYinBNENMk
FjNFos7_5bQ,1259,1,1,0,6,FjNFos7_5bQ
aH8zKg47s68,15464,220,8,0,91,aH8zKg47s68
xpCldK4AJIw,18024,257,8,0,104,xpCldK4AJIw
QuWyDqEviaA,14108,245,23,0,42,QuWyDqEviaA
ovaKYP17W8c,10883,30,36,0,63,ovaKYP17W8c
fSjSMvIeSCU,129,0,0,0,0,fSjSMvIeSCU
MshgorwZ09A,9481,58,1,0,2,MshgorwZ09A
5e8ziBo_rIw,66327,983,56,0,NA,5e8ziBo_rIw
FnMjYcxUBL0,71423,474,53,0,52,FnMjYcxUBL0
ar1ZCon6T48,28667,68,70,0,103,ar1ZCon6T48
2-AbfytomwQ,36236,129,42,0,85,2-AbfytomwQ
aYMSKHb5PVc,150914,399,67,0,191,aYMSKHb5PVc
WRDsydanfUU,298,1,1,0,0,WRDsydanfUU
QLA4Nq648P4,127,0,0,0,2,QLA4Nq648P4
bO0EDiuOw6w,20691,71,19,0,99,bO0EDiuOw6w
aK_OWXVTz6Q,102,2,0,0,1,aK_OWXVTz6Q
VItEwuMr9jw,16277,198,4,0,26,VItEwuMr9jw
Xmx2jjqB954,136,0,0,0,2,Xmx2jjqB954
G5tXlgjqcFg,58307,529,42,0,245,G5tXlgjqcFg
1RnyDjaZI2Q,32657,224,79,0,42,1RnyDjaZI2Q
fSR3XfekGfY,19107,64,3,0,6,fSR3XfekGfY
vxaOZYDxzhE,27106,171,3,0,20,vxaOZYDxzhE
yqlPJzlD8xQ,7305,66,5,0,NA,yqlPJzlD8xQ
VTv2ohpRGL0,77,0,0,0,0,VTv2ohpRGL0
1C8u9pKOKcY,61,2,0,0,0,1C8u9pKOKcY
-HoiAEfgLGU,227,0,2,0,9,-HoiAEfgLGU
MnYXGU7a_kU,231,2,1,0,0,MnYXGU7a_kU
dM9vKY_AW-k,7264,6,10,0,8,dM9vKY_AW-k
bf7KUayiyYQ,2525,20,0,0,8,bf7KUayiyYQ
4MIhyDDiAJo,14624,15,43,0,17,4MIhyDDiAJo
gx01sVKDWqM,10995,117,5,0,37,gx01sVKDWqM
Mnzg2N494s8,30141,290,11,0,51,Mnzg2N494s8
acPTtwPoo18,201162,1830,126,0,493,acPTtwPoo18
WuXSFv8fzmM,15019,44,2,0,11,WuXSFv8fzmM
mMMIAalvaqE,2388,7,11,0,7,mMMIAalvaqE
KbPjVJBtVHU,18803,52,54,0,140,KbPjVJBtVHU
0NdguyywDWM,464,0,3,0,7,0NdguyywDWM
OjScM2mStos,7382,35,11,0,56,OjScM2mStos
W_RQSDSJ09M,74407,NA,NA,0,513,W_RQSDSJ09M
ua32KBPStHM,44182,760,16,0,121,ua32KBPStHM
5MvNGfW3KAQ,1442,NA,NA,0,9,5MvNGfW3KAQ
y0XHUwl-yJ0,9328,15,103,0,88,y0XHUwl-yJ0
Ql48P4VFqoo,71788,342,39,0,89,Ql48P4VFqoo
4bBgA9t-g9I,16615,51,8,0,4,4bBgA9t-g9I
kfPPDZAf2Rc,41927,84,5,0,55,kfPPDZAf2Rc
tBkJu5Yt4Xg,469,1,8,0,0,tBkJu5Yt4Xg
3vSzUrNnVS4,68786,316,8,0,62,3vSzUrNnVS4
OvdIOohS0Nw,57406,154,123,0,145,OvdIOohS0Nw
Q_CmYxty6Oo,71548,268,109,0,89,Q_CmYxty6Oo
gZjw_yg1VpU,9709,374,4,0,79,gZjw_yg1VpU
64Jra8EUyIQ,23292,150,22,0,0,64Jra8EUyIQ
-cbCR62Qfnw,41833,233,21,0,190,-cbCR62Qfnw
C-kx2xsypCk,8417,126,5,0,3,C-kx2xsypCk
HYDNJTWwb9w,18950,73,15,0,84,HYDNJTWwb9w
_zCLy-DtdF4,15873,33,79,0,86,_zCLy-DtdF4
KVG4zysHTvw,7242,52,12,0,29,KVG4zysHTvw
lYB0h7shhnI,117773,820,143,0,NA,lYB0h7shhnI
5qKaHBYVIXU,3952,22,1,0,4,5qKaHBYVIXU
UCPF0p2zvcE,501,1,1,0,5,UCPF0p2zvcE
kiFUXzZVB98,20008,140,29,0,87,kiFUXzZVB98
J8yM8nr28rg,5421,10,3,0,7,J8yM8nr28rg
HZRkdgUM6lU,19488,38,57,0,110,HZRkdgUM6lU
IL30Wr6cdfc,10846,280,3,0,43,IL30Wr6cdfc
81GLbXmSotU,31798,450,1,0,50,81GLbXmSotU
6QiCx__RJaU,1711,6,5,0,4,6QiCx__RJaU
MCi3K-AsbKs,3393,4,23,0,36,MCi3K-AsbKs
P2gRF68s1p4,3708,52,4,0,29,P2gRF68s1p4
LvqZnjO7Ksw,14990,169,4,0,38,LvqZnjO7Ksw
m7UdfU9dHAI,677,0,3,0,0,m7UdfU9dHAI
C7FOGK_G0qM,4101,20,0,0,0,C7FOGK_G0qM
u_c5w6-E7Eo,14107,103,33,0,145,u_c5w6-E7Eo
rwEOix84c_g,15782,664,19,0,143,rwEOix84c_g
LRvRBJqA_dU,28318,18,18,0,72,LRvRBJqA_dU
KXR042mxiO4,7536,34,11,0,8,KXR042mxiO4
ogP0yEBfhaM,4536,NA,NA,0,11,ogP0yEBfhaM
oeUJZU043DQ,231579,297,106,0,302,oeUJZU043DQ
xFhrn_J7zgM,4041,54,2,0,6,xFhrn_J7zgM
8wpcPg3-ZpQ,90607,795,42,0,162,8wpcPg3-ZpQ
uagC9Zq3_I0,36714,354,34,0,125,uagC9Zq3_I0
xVkYZsBpkPg,2974,35,2,0,7,xVkYZsBpkPg
zrtKf-FrOz0,24797,136,76,0,106,zrtKf-FrOz0
hqQ2iBErAII,14763,100,7,0,6,hqQ2iBErAII
34j8CYXRdKY,2927,8,3,0,7,34j8CYXRdKY
hGBZ7nv8NMs,1656,2,1,0,0,hGBZ7nv8NMs
Mvp8d9KMyt8,326726,1517,89,0,476,Mvp8d9KMyt8
n_WtYTQu5U0,2195,9,3,0,7,n_WtYTQu5U0
wQgqZ8gewwI,14037,63,16,0,31,wQgqZ8gewwI
